dept_id|deptName|college
08061800|SG-INTRAMURALS|VP-STUDENT AFFAIRS
08061900|SG-JEWISH STUDENT UNION|VP-STUDENT AFFAIRS
08062000|SG-STUDENT LEGAL SERVICES|VP-STUDENT AFFAIRS
08062100|SG-GAY / LESBIAN STUDENT UNION|VP-STUDENT AFFAIRS
08062200|SG-SPECIAL PROJECT #8|VP-STUDENT AFFAIRS
08062300|SG-MAYOR'S COUNCIL|VP-STUDENT AFFAIRS
08062400|SG-GRAD EVANGELIC FELLOWSHIP|VP-STUDENT AFFAIRS
08062500|SG-FCA|VP-STUDENT AFFAIRS
08062600|SG-SG OPS|VP-STUDENT AFFAIRS
08062700|SG-SGP|VP-STUDENT AFFAIRS
08062800|SG-BEST BUDDIES|VP-STUDENT AFFAIRS
08062900|SG-BAHA'I ASSOCIATION|VP-STUDENT AFFAIRS
08063000|SG-BHAKTI YOGA CLUB|VP-STUDENT AFFAIRS
08063100|SG-GRADUATE STUDENT COUNCIL|VP-STUDENT AFFAIRS
08063200|SG-BLACK GRAD STUDENT COUNCIL|VP-STUDENT AFFAIRS
08063300|SG-TOWER YEARBOOK|VP-STUDENT AFFAIRS
08063400|SG-UNI SYMPHONY ORCHESTRA|VP-STUDENT AFFAIRS
08063500|SG-KALEIDOSCOPE|VP-STUDENT AFFAIRS
08063600|SG-AAA|VP-STUDENT AFFAIRS
08063700|SG-PSU|VP-STUDENT AFFAIRS
08063800|SG-DANZA|VP-STUDENT AFFAIRS
08063900|SG-AMATEUR RADIO|VP-STUDENT AFFAIRS
08064000|SG-FL SWING DANCE CLUB|VP-STUDENT AFFAIRS
08064100|SG-SPECIAL REQUEST|VP-STUDENT AFFAIRS
08064200|SG-WOMANS STUDIES ASSOCIATION|VP-STUDENT AFFAIRS
08064300|SG-FT LAUDERDALE COUNCIL|VP-STUDENT AFFAIRS
08064400|SG-TRAFFIC COURT|VP-STUDENT AFFAIRS
08064500|SG-FRIENDS FOR LIFE|VP-STUDENT AFFAIRS
08064600|SG-UEPA|VP-STUDENT AFFAIRS
08064700|SG-COLLEGE DEMOCRATS|VP-STUDENT AFFAIRS
08064800|SG-BLACK HISTORY MONTH|VP-STUDENT AFFAIRS
08064900|SG-SAFE RIDE PROGRAMS|VP-STUDENT AFFAIRS
08065000|SG-A/S FEES|VP-STUDENT AFFAIRS
08065100|SG-SG RESERVES|VP-STUDENT AFFAIRS
08065200|SG-HORIZONS|VP-STUDENT AFFAIRS
08065300|SG-SG PHONES|VP-STUDENT AFFAIRS
08065400|SG-SPORTS CLUB COUNCIL|VP-STUDENT AFFAIRS
08065500|SG-NATIVE AMERICAN|VP-STUDENT AFFAIRS
08065600|SG-VISA|VP-STUDENT AFFAIRS
08065700|SG-IRHA 2|VP-STUDENT AFFAIRS
08065800|SG-UF AMNESTY|VP-STUDENT AFFAIRS
08065900|SG-GIRL SCOUTS|VP-STUDENT AFFAIRS
08066000|SG-JAM|VP-STUDENT AFFAIRS
08066100|SG-COMPUTER NETWORK|VP-STUDENT AFFAIRS
08066200|SG-FALLING GATORS|VP-STUDENT AFFAIRS
08066300|SG-ATHEIST / AGNOSTICS|VP-STUDENT AFFAIRS
08066400|SG-HIP HOP COLLECTIVE|VP-STUDENT AFFAIRS
08066500|SG-EFAIR|VP-STUDENT AFFAIRS
08066600|SG-OBJECTIVIST CLUB|VP-STUDENT AFFAIRS
08066700|SG-PHI THETA KAPPA|VP-STUDENT AFFAIRS
08066800|SG-PACIFIC BRIDGE|VP-STUDENT AFFAIRS
08066900|SG-UF NROTC|VP-STUDENT AFFAIRS
08067000|SG-HISPANIC STUDENT ASSOC|VP-STUDENT AFFAIRS
08067100|SG-GOSPEL CHOIR|VP-STUDENT AFFAIRS
08067200|SG-INTERNATIONAL MONTH|VP-STUDENT AFFAIRS
08067300|SG-BAPTIST COLLEGIATE MINISTRY|VP-STUDENT AFFAIRS
08067400|SG-PRIDE AWARENESS MONTH|VP-STUDENT AFFAIRS
08067500|SG-ISLAM ON CAMPUS|VP-STUDENT AFFAIRS
08067600|SG-BM DRILL TEAM|VP-STUDENT AFFAIRS
08067700|SG-CIRCLE K|VP-STUDENT AFFAIRS
08067800|SG-ISLAM AWARENESS MONTH|VP-STUDENT AFFAIRS
08067900|SG-CARIBBEAN STUDENT ASSOC|VP-STUDENT AFFAIRS
08068000|SG-HISPANIC HERITAGE MONTH|VP-STUDENT AFFAIRS
08068100|SG-MODEL UN|VP-STUDENT AFFAIRS
08068200|SG-DOMINICAN STUDENT ASSOC|VP-STUDENT AFFAIRS
08068300|SG-HINDU STUDENT UNION|VP-STUDENT AFFAIRS
08068400|SG-INTERVARSITY CHRISTIAN|VP-STUDENT AFFAIRS
08068500|SG-STUDENTS WITH DISABILITIES|VP-STUDENT AFFAIRS
08068600|SG-ARNOLD AIR SOCIETY|VP-STUDENT AFFAIRS
08068700|SG-GATOR GREENS|VP-STUDENT AFFAIRS
08068800|SG-HABITAT FOR HUMANITY|VP-STUDENT AFFAIRS
08068900|SG-SCIENCE OF SELF CLUB|VP-STUDENT AFFAIRS
08069000|SG-HISP ASSOC BI-LINGUAL|VP-STUDENT AFFAIRS
08069100|SG-BLK COLLEGTE CHRIST FELLOW|VP-STUDENT AFFAIRS
08069200|SG-MENNONITE STUDENT GROUP|VP-STUDENT AFFAIRS
08069300|SG-NORML|VP-STUDENT AFFAIRS
08069400|SG-ASIAN STUDENT UNION|VP-STUDENT AFFAIRS
08069500|SG-COPTIC CHRISTIAN STU ASSOC.|VP-STUDENT AFFAIRS
08069600|SG-BUDDHIST ASSOCIATION|VP-STUDENT AFFAIRS
08069700|SG-RECURSO|VP-STUDENT AFFAIRS
08069800|SG-MUSIC ENSEMBLES|VP-STUDENT AFFAIRS
08069900|SG-VOX|VP-STUDENT AFFAIRS
08070000|SG-SG ACADEMIC ORGANIZATIONS|VP-STUDENT AFFAIRS
08070100|SG-FINE ARTS CC|VP-STUDENT AFFAIRS
08070200|SG-BOCC|VP-STUDENT AFFAIRS
08070300|SG-ACCOUNTING CC|VP-STUDENT AFFAIRS
08070400|SG-AGRICULTURE CC|VP-STUDENT AFFAIRS
08070500|SG-ARCHITECTURE CC|VP-STUDENT AFFAIRS
08070600|SG-BUSINESS ADMINISTRATION CC|VP-STUDENT AFFAIRS
08070700|SG-BUILDING CONSTRUCTION CC|VP-STUDENT AFFAIRS
08070800|SG-EDUCATION CC|VP-STUDENT AFFAIRS
08070900|SG-BENTON ENGINEERING CC|VP-STUDENT AFFAIRS
08071000|SG-SPEECH / DEBATE|VP-STUDENT AFFAIRS
08071100|SG-FORESTRY CC|VP-STUDENT AFFAIRS
08071200|SG-HEALTH PROFESSIONS CC|VP-STUDENT AFFAIRS
08071300|SG-JOURNALISM CC|VP-STUDENT AFFAIRS
08071400|SG-CLASS C|VP-STUDENT AFFAIRS
08071500|SG-NURSING COLLEGE COUNCIL|VP-STUDENT AFFAIRS
08071600|SG-HEALTH / HUMAN PERF CC|VP-STUDENT AFFAIRS
08071700|SG-PHARMACY CC|VP-STUDENT AFFAIRS
08071800|SG-DENTISTRY CC|VP-STUDENT AFFAIRS
08071900|SG-LAW CC|VP-STUDENT AFFAIRS
08072000|SG-MEDICAL CC|VP-STUDENT AFFAIRS
08072100|SG-VETERINARY MEDICINE CC|VP-STUDENT AFFAIRS
08072200|SG-HEAL|VP-STUDENT AFFAIRS
08072400|SG-NATURAL RESOURCES ENVIRON|VP-STUDENT AFFAIRS
08072500|SG-SPEC PROJ / UF OBSERVER|VP-STUDENT AFFAIRS
09000000|VP-GOVERNMENTAL RELATIONS|VP-UNVERSITY RELATIONS
09010000|GV-VICE PRESIDENT-OFFICE|VP-UNVERSITY RELATIONS
10000000|UR-VP-UNIVERSITY RELATIONS|VP-UNVERSITY RELATIONS
10010000|UR-OFFICE-UNIVERSITY RELATIONS|VP-UNVERSITY RELATIONS
10020000|UR-NEWS / PUBLIC AFFAIRS|VP-UNVERSITY RELATIONS
11000000|RESEARCH / SPONSORED PROGRAMS|VP-RESEARCH / GRAD SCHOOL
11010000|SR-VP FOR RESEARCH|VP-RESEARCH / GRAD SCHOOL
11010100|SR-RES/ECON DEV INVEST PRGM|VP-RESEARCH / GRAD SCHOOL
11020000|SR-ASSOCIATE VP FOR RESEARCH|VP-RESEARCH / GRAD SCHOOL
11030000|SR-PERSONNEL SERVICES|VP-RESEARCH / GRAD SCHOOL
11040000|SR-BUSINESS OFFICE|VP-RESEARCH / GRAD SCHOOL
11050000|SR-COMPUTING SERVICES DSR|VP-RESEARCH / GRAD SCHOOL
11060000|SR-DIRECTOR SPONS. RESEARCH|VP-RESEARCH / GRAD SCHOOL
11060100|SR-AWARDS ADMINISTRATION|VP-RESEARCH / GRAD SCHOOL
11060200|SR-PROPOSAL PROCESSING|VP-RESEARCH / GRAD SCHOOL
11070000|SR-PROGRAM INFORMATION|VP-RESEARCH / GRAD SCHOOL
11080000|SR-PUBLICATION SERVICES|VP-RESEARCH / GRAD SCHOOL
11090000|SR-TECHNOLOGY LICENSING|VP-RESEARCH / GRAD SCHOOL
11100000|SR-DSR GENERAL|VP-RESEARCH / GRAD SCHOOL
11200000|SR-IACUC|VP-RESEARCH / GRAD SCHOOL
11210000|SR-IRB-01 HEALTH CENTER|VP-RESEARCH / GRAD SCHOOL
11220000|SR-IRB-02 CAMPUS|VP-RESEARCH / GRAD SCHOOL
11230000|SR-IRB-03 JACKSONVILLE|VP-RESEARCH / GRAD SCHOOL
11240000|SR-INTERDISCIPLINARY PROGRAM D|VP-RESEARCH / GRAD SCHOOL
11250000|SR-FLORIDA INNOVATION HUB|VP-RESEARCH / GRAD SCHOOL
11260000|SR-COMMERCIALIZATION/PUB RES|VP-RESEARCH / GRAD SCHOOL
11270000|SR-BIOSTATISTICS|VP-RESEARCH / GRAD SCHOOL
11280000|SR-MAIC|VP-RESEARCH / GRAD SCHOOL
11290000|SR-CENTER-SMELL / TASTE|VP-RESEARCH / GRAD SCHOOL
11300000|SR-CERHB ADMINSTRATION|VP-RESEARCH / GRAD SCHOOL
11300100|SR-BPS BIOPHARM PRODUCTION SVC|VP-RESEARCH / GRAD SCHOOL
11300200|SR-RE RESEARCH AND EDUCATION|VP-RESEARCH / GRAD SCHOOL
11300300|SR-SPACE LICENSE AUXILIARY|VP-RESEARCH / GRAD SCHOOL
11400000|SR-BIOTECH DEVEL INCUBATOR|VP-RESEARCH / GRAD SCHOOL
11600000|SR-BIOTECHNOLOGY|VP-RESEARCH / GRAD SCHOOL
11600100|SR-ICBR|VP-RESEARCH / GRAD SCHOOL
11600101|SR-ICBR-BC|VP-RESEARCH / GRAD SCHOOL
11600102|SR-ICBR-DNASEQ|VP-RESEARCH / GRAD SCHOOL
11600103|SR-ICBR-ED|VP-RESEARCH / GRAD SCHOOL
11600104|SR-ICBR-EM|VP-RESEARCH / GRAD SCHOOL
11600105|SR-ICBR-FC|VP-RESEARCH / GRAD SCHOOL
11600106|SR-ICBR-HY|VP-RESEARCH / GRAD SCHOOL
11600107|SR-ICBR-MS|VP-RESEARCH / GRAD SCHOOL
11600108|SR-ICBR-MSGA|VP-RESEARCH / GRAD SCHOOL
11600109|SR-ICBR-PC|VP-RESEARCH / GRAD SCHOOL
11600110|SR-ICBR-PCMB|VP-RESEARCH / GRAD SCHOOL
11600200|SR-BIOTECH RES / DEVELOP INST|VP-RESEARCH / GRAD SCHOOL
11600300|SR-CERHB|VP-RESEARCH / GRAD SCHOOL
11700000|SR-WATER INSTITUTE|VP-RESEARCH / GRAD SCHOOL
11800000|SR-ANIMAL CARE SERVICES|VP-RESEARCH / GRAD SCHOOL
11800100|SR-ACS REV/EXP|VP-RESEARCH / GRAD SCHOOL
11800200|SR-ACS ANIMAL PURCHASES|VP-RESEARCH / GRAD SCHOOL
11900000|SR-EMERGING PATHOGENS|VP-RESEARCH / GRAD SCHOOL
12000000|GRADUATE SCHOOL|VP-RESEARCH / GRAD SCHOOL
12010000|GR-GRAD SCHOOL OPERATIONS|VP-RESEARCH / GRAD SCHOOL
12010100|GR-GRAD SCHOOL ADMINISTRATION|VP-RESEARCH / GRAD SCHOOL
12010200|GR-DATA MANAGEMENT|VP-RESEARCH / GRAD SCHOOL
12010300|GR-EDITORIAL OFFICE|VP-RESEARCH / GRAD SCHOOL
12010400|GR-GRAD STUDENT RECORDS|VP-RESEARCH / GRAD SCHOOL
12010500|GR-UF CHILE CENTER|VP-RESEARCH / GRAD SCHOOL
12020000|GR-GRAD MINORITY PROGRAMS|VP-RESEARCH / GRAD SCHOOL
12020100|GR-MCKNIGHT FELLOWSHIP|VP-RESEARCH / GRAD SCHOOL
12020200|GR-FAMU FEEDER FELLOWSHIP|VP-RESEARCH / GRAD SCHOOL
12020300|GR-MCNAIR ASSISTANTSHIP|VP-RESEARCH / GRAD SCHOOL
12020400|GR-SANTA FE ASSISTANTSHIP|VP-RESEARCH / GRAD SCHOOL
12020500|GR-BOE SUMMER PROGRAM|VP-RESEARCH / GRAD SCHOOL
12020600|GR-GEM FELLOWSHIP|VP-RESEARCH / GRAD SCHOOL
12020700|GR-SBE ALLIANCE UNDERGRADUATE|VP-RESEARCH / GRAD SCHOOL
12020800|GS-DOCTORAL DISSERTATION AWARD|VP-RESEARCH / GRAD SCHOOL
12020900|GR-GS TOP UP AWARDS|VP-RESEARCH / GRAD SCHOOL
12021000|GR-GS SUPPORT|VP-RESEARCH / GRAD SCHOOL
12021100|GR-GS DISSERTATION TRAVEL|VP-RESEARCH / GRAD SCHOOL
12021200|GR-OGMP PROF TRAVEL SUPPORT|VP-RESEARCH / GRAD SCHOOL
12030000|GR-COMPUTING SERVICES GS|VP-RESEARCH / GRAD SCHOOL
12040000|GR-ACADEMIC SPOKEN ENGLISH|VP-RESEARCH / GRAD SCHOOL
12040100|GR-ACADEMIC WRITTEN ENGLISH|VP-RESEARCH / GRAD SCHOOL
13000000|COLLEGE OF THE ARTS|SENIOR VP-PROVOST
13010000|COTA-DEAN'S OFFICE|SENIOR VP-PROVOST
13010100|COTA-DEAN'S OFFICE-GEN ADMIN|SENIOR VP-PROVOST
13010101|COTA-ADMIN SUPPLEMENTS|SENIOR VP-PROVOST
13010102|COTA-AWARD MATCHING|SENIOR VP-PROVOST
13010103|COTA-COMMENCEMENT|SENIOR VP-PROVOST
13010104|COTA-DEAN DISCRETIONARY|SENIOR VP-PROVOST
13010105|COTA-DEAN TRAVEL|SENIOR VP-PROVOST
13010106|COTA-FACULTY COUNCIL|SENIOR VP-PROVOST
13010107|COTA-MARKETING|SENIOR VP-PROVOST
13010108|COTA-MEETINGS|SENIOR VP-PROVOST
13010109|COTA-PUBLICITY|SENIOR VP-PROVOST
13010110|COTA-SEARCHES|SENIOR VP-PROVOST
13010111|COTA-SPECIAL EVENTS|SENIOR VP-PROVOST
13010112|COTA-SUMMER SPECIALS|SENIOR VP-PROVOST
13010113|COTA-FACULTY RESEARCH|SENIOR VP-PROVOST
13010200|COTA-DEAN-TECHNOLOGY|SENIOR VP-PROVOST
13010300|COTA-CENTER FOR WORLD ARTS|SENIOR VP-PROVOST
13010400|COTA-CENTER FOR AIM|SENIOR VP-PROVOST
13010500|COTA-CAPP-CTR ARTS/PUBLIC POLI|SENIOR VP-PROVOST
13010600|COTA-UNDERGRADUATE PROGRAMS|SENIOR VP-PROVOST
13010601|COTA-UNDERGRADUATE-DIRECTOR|SENIOR VP-PROVOST
13010602|COTA-UNDERGRAD-DOCE OFF BOOKS|SENIOR VP-PROVOST
13010610|COTA-GOODLIFE|SENIOR VP-PROVOST
13010700|COTA-GRADUATE PROGRAMS|SENIOR VP-PROVOST
13010701|COTA-DEAN GRAD PRG|SENIOR VP-PROVOST
13010702|COTA-ART GRAD PRG|SENIOR VP-PROVOST
13010703|COTA-MUSIC GRAD PRG|SENIOR VP-PROVOST
13010704|COTA-THEATRE/DANCE GRAD PRG|SENIOR VP-PROVOST
13010800|COTA-VISUAL RESOURCES CTR|SENIOR VP-PROVOST
13020000|COTA-ART|SENIOR VP-PROVOST
13020100|COTA-ART-DIRECTOR|SENIOR VP-PROVOST
13020200|COTA-UNIVERSITY GALLERY|SENIOR VP-PROVOST
13020300|COTA-VIS/DIGITAL RESOURCE CTR|SENIOR VP-PROVOST
13030000|COTA-MUSIC|SENIOR VP-PROVOST
13030100|COTA-MUSIC-DIRECTOR|SENIOR VP-PROVOST
13030101|COTA-SOM/UFPA EXPENSES|SENIOR VP-PROVOST
13030200|COTA-BANDS|SENIOR VP-PROVOST
13040000|COTA-THEATRE|SENIOR VP-PROVOST
13040100|COTA-THEATRE-CHAIR|SENIOR VP-PROVOST
13040200|COTA-THEATRE-PRODUCTION|SENIOR VP-PROVOST
13040300|COTA-DANCE|SENIOR VP-PROVOST
13050000|DW-DIGITAL WORLD|SENIOR VP-PROVOST
13050100|DW-DIRECTOR'S OFFICE|SENIOR VP-PROVOST
13050200|DW-FACILITY OPERATIONS|SENIOR VP-PROVOST
13050300|DW-OTRI|SENIOR VP-PROVOST
13100000|COTA-NEW WORLD-ARTS|SENIOR VP-PROVOST
13100100|COTA-NEW WORLD-DEANS OFFICE|SENIOR VP-PROVOST
13100200|COTA-NEW WORLD-VISUAL ARTS|SENIOR VP-PROVOST
13100300|COTA-NEW WORLD-MUSIC|SENIOR VP-PROVOST
13100400|COTA-NEW WORLD-THEATRE|SENIOR VP-PROVOST
13100500|COTA-NEW WORLD-DANCE|SENIOR VP-PROVOST
13500000|PC-PHILLIPS CENTER|SENIOR VP-PROVOST
13500100|PC-DIRECTOR'S OFFICE|SENIOR VP-PROVOST
13500200|PC-ADMINISTRATIVE|SENIOR VP-PROVOST
13500300|PC-SPONSORED EVENTS|SENIOR VP-PROVOST
13500400|PC-MARKETING|SENIOR VP-PROVOST
13500500|PC-RENTAL EVENTS|SENIOR VP-PROVOST
13500600|PC-GENERAL OPERATIONS|SENIOR VP-PROVOST
13500700|PC-SPECIAL EVENTS|SENIOR VP-PROVOST
13500800|PC-FACILITY OPERATIONS|SENIOR VP-PROVOST
13510000|BC-BAUGHMAN CENTER|SENIOR VP-PROVOST
13520000|UA-UNIVERSITY AUDITORIUM|SENIOR VP-PROVOST
14000000|INFORMATION TECHNOLOGY| 
14010000|IT-CHIEF INFORMATION OFFICER|INFORMATION TECHNOLOGY
14010100|IT-CHIEF INFO OFFICER-ADMIN|INFORMATION TECHNOLOGY
14010200|IT-CHIEF INFO OFFICER BUS CTR|INFORMATION TECHNOLOGY
14020000|IT-BUSINESS CENTER|INFORMATION TECHNOLOGY
14100000|IT-WEB ADMINISTRATION|INFORMATION TECHNOLOGY
14100100|IT-WEB ADMIN OFFICE|INFORMATION TECHNOLOGY
14200000|IT-AT ACADEMIC TECHNOLOGY|INFORMATION TECHNOLOGY
14200100|IT-AT ADMINISTRATION|INFORMATION TECHNOLOGY
14200200|IT-AT INSTRUCTIONAL COMP SVCS|INFORMATION TECHNOLOGY
14200300|IT-AT UF COMPUTING HELP DSK|INFORMATION TECHNOLOGY
14200350|IT-AT UF HELP DESK CUST SVC|INFORMATION TECHNOLOGY
14200400|IT-AT CHARGE SERVICES|INFORMATION TECHNOLOGY
14200500|IT-AT CITT|INFORMATION TECHNOLOGY
14200600|IT-AT SOFTWARE LICENSING SVCS|INFORMATION TECHNOLOGY
14200700|IT-AT VIDEO COLLABORATIVE SVCS|INFORMATION TECHNOLOGY
14200800|IT-AT LEARNING SPACES SUPPORT|INFORMATION TECHNOLOGY
14200850|IT-AT LEARNING SPACES CUST SVC|INFORMATION TECHNOLOGY
14200900|IT-AT FORMS SCANNING SERVICES|INFORMATION TECHNOLOGY
14201000|IT-AT LEARNING SUPPORT SVCS|INFORMATION TECHNOLOGY
14220000|IT-AT-CIRCA|INFORMATION TECHNOLOGY
14220100|IT-AT CIRCA ADMINISTRATION|INFORMATION TECHNOLOGY
14220200|IT-AT INSTRUCTIONAL COMP SVCS|INFORMATION TECHNOLOGY
14220201|IT-AT INSTRUCT COMP SVCS ADM|INFORMATION TECHNOLOGY
14220202|IT-AT INSTRUCT COMP SVCS LAB|INFORMATION TECHNOLOGY
14220203|IT-AT INSTRUCT COMP SVCS SYS|INFORMATION TECHNOLOGY
14220204|IT-AT INSTRUCT COMP SVCS SUP|INFORMATION TECHNOLOGY
14220205|IT-AT INSTRUCT COMP SVCS PRINT|INFORMATION TECHNOLOGY
14220300|IT-AT UF COMPUTING HELP DSK|INFORMATION TECHNOLOGY
14220301|IT-AT UF COMP HELP DSK ADM|INFORMATION TECHNOLOGY
14220302|IT-AT UF COMP HELP DSK ASC|INFORMATION TECHNOLOGY
14220303|IT-AT UF COMP HELP DSK LSS|INFORMATION TECHNOLOGY
14220304|IT-ATUF COMP HLP DSK TRAINING|INFORMATION TECHNOLOGY
14220400|IT-AT CIRCA OPERATIONS|INFORMATION TECHNOLOGY
14220401|IT-AT CIRCA OPERATIONS-ADMIN|INFORMATION TECHNOLOGY
14220402|IT-AT CIRCA OPER-MAINTENANCE|INFORMATION TECHNOLOGY
14220403|IT-AT CIRCA OPER-OPERATORS|INFORMATION TECHNOLOGY
14220500|IT-AT CIRCA SHOP|INFORMATION TECHNOLOGY
14220600|IT-AT SOFTWARE LICENSING-SVCS|INFORMATION TECHNOLOGY
14220601|IT-AT SOFTWARE LICENSING-ADM|INFORMATION TECHNOLOGY
14220602|IT-AT SOFTWARE LICENSING-LIC|INFORMATION TECHNOLOGY
14220700|IT-AT VIDEO COLLABORAT  SVCS|INFORMATION TECHNOLOGY
14220701|IT-AT VCS VIDEO SERVICES ADMIN|INFORMATION TECHNOLOGY
14220702|IT-AT VCS VIDEO SVC OPERATIONS|INFORMATION TECHNOLOGY
14220703|IT-AT VCS VIDEO SVC PRODUCTION|INFORMATION TECHNOLOGY
14220800|IT-AT WORKSTATION SUPPORT|INFORMATION TECHNOLOGY
14220801|IT-AT WORKSTATION SUPPORT-ADM|INFORMATION TECHNOLOGY
14220802|IT-AT WORKSTATION SUPPORT-SOFT|INFORMATION TECHNOLOGY
14220803|IT-AT WORKSTATION SUPPORT-SUPP|INFORMATION TECHNOLOGY
14220900|IT-AT CIRCA COMP LAB IMPROVMNT|INFORMATION TECHNOLOGY
14230000|IT-AT CITT|INFORMATION TECHNOLOGY
14230100|IT-AT CITT ADMINISTRATION|INFORMATION TECHNOLOGY
14230200|IT-AT CITT TRAINING|INFORMATION TECHNOLOGY
14230300|IT-AT CITT WALK-IN SUPPORT|INFORMATION TECHNOLOGY
14230400|IT-AT CITT DESIGN PROJECTS|INFORMATION TECHNOLOGY
14230500|IT-AT CITT FACULTY DEVELOPMENT|INFORMATION TECHNOLOGY
14240000|IT-AT MEDIA SERVICES|INFORMATION TECHNOLOGY
14240100|IT-AT MEDIA SERVICES ADMIN|INFORMATION TECHNOLOGY
14240200|IT-AT BIOMEDICAL MEDIA SVCS|INFORMATION TECHNOLOGY
14240300|IT-AT PHOTOGRAPHY|INFORMATION TECHNOLOGY
14240400|IT-AT GRAPHICS|INFORMATION TECHNOLOGY
14250000|IT-AT MEDIA LIBRARY|INFORMATION TECHNOLOGY
14250100|IT-AT MEDIA LIBRARY ADMIN|INFORMATION TECHNOLOGY
14250200|IT-AT MEDIA LIBRARY MATERIALS|INFORMATION TECHNOLOGY
14260000|IT-AT CLASSROOM SUPPORT|INFORMATION TECHNOLOGY
14260100|IT-AT EQUIPMENT DISTRIBUTION|INFORMATION TECHNOLOGY
14260200|IT-AT INSTALLATIONS|INFORMATION TECHNOLOGY
14260300|IT-AT MAINTENANCE / SUPPORT|INFORMATION TECHNOLOGY
14270000|IT-AT TEACHING CENTER|INFORMATION TECHNOLOGY
14270100|IT-AT AT-TV|INFORMATION TECHNOLOGY
14270200|IT-AT READING AND WRITING CTR|INFORMATION TECHNOLOGY
14270300|IT-AT TEACHING CENTER-TESTING|INFORMATION TECHNOLOGY
14270400|IT-AT TEACHING CENTER-TUTORING|INFORMATION TECHNOLOGY
14280000|IT-AT TESTING / EVAL SERVICES|INFORMATION TECHNOLOGY
14280100|IT-AT GENERAL TESTING / EVAL|INFORMATION TECHNOLOGY
14280200|IT-AT TESTING-CLAST ADMIN|INFORMATION TECHNOLOGY
14280300|IT-AT TESTING-CLAST SUPPORT|INFORMATION TECHNOLOGY
14280400|IT-AT TESTING-CLEP|INFORMATION TECHNOLOGY
14280500|IT-AT TESTING-SAT II|INFORMATION TECHNOLOGY
14290000|IT-AT ADVANCED PROJECTS|INFORMATION TECHNOLOGY
14300000|IT-CNS COMPUTING / NET SERV|INFORMATION TECHNOLOGY
14300100|IT-CNS CS-COMPUTG & NETWRK SVC|INFORMATION TECHNOLOGY
14300200|IT-CNS DC-DATA CENTER|INFORMATION TECHNOLOGY
14300210|IT-CNS DC-OPERATIONS|INFORMATION TECHNOLOGY
14300220|IT-CNS DC-FACILITIES|INFORMATION TECHNOLOGY
14300300|IT-CNS CS SYSTEMS ADMIN|INFORMATION TECHNOLOGY
14300310|IT-CNS CS MAINFRAME|INFORMATION TECHNOLOGY
14300320|IT-CNS CS OPEN SYSTEMS|INFORMATION TECHNOLOGY
14300330|IT-CNS CS ES INFRASTRUCTURE|INFORMATION TECHNOLOGY
14300340|IT-CNS CS-NSAM BACKUP SERVICE|INFORMATION TECHNOLOGY
14300400|IT-CNS NS NETWORK SERVICES|INFORMATION TECHNOLOGY
14300410|IT-CNS NS CORE|INFORMATION TECHNOLOGY
14300420|IT-CNS NS SOFTWARE|INFORMATION TECHNOLOGY
14300430|IT-CNS NS INFRASTRUCTURE|INFORMATION TECHNOLOGY
14300440|IT-CNS NS-FLA LAMDA RAIL|INFORMATION TECHNOLOGY
14301000|IT-CNS SUPPORT SERVICES|INFORMATION TECHNOLOGY
14301010|IT-CNS SS ADMINISTRATIVE SERV|INFORMATION TECHNOLOGY
14301020|IT-CNS SS ACCOUNTING SERVICES|INFORMATION TECHNOLOGY
14301030|IT-CNS SS INFORMATION SERVICES|INFORMATION TECHNOLOGY
14301040|IT-CNS SS NETG/IT TRAIN SPPRT|INFORMATION TECHNOLOGY
14301090|IT-CNS SS SPECIAL PROJECTS|INFORMATION TECHNOLOGY
14302000|IT-CNS CNS COMPUTING SERVICES|INFORMATION TECHNOLOGY
14302010|IT-CNS CS OPERATIONS SERVICES|INFORMATION TECHNOLOGY
14302020|IT-CNS CS PRODUCTION SERVICES|INFORMATION TECHNOLOGY
14302030|IT-CNS CS APPLICATIONS SERV|INFORMATION TECHNOLOGY
14302042|IT-CNS CS FACILITY MAINTENANCE|INFORMATION TECHNOLOGY
14302090|IT-CNS CS SPECIAL PROJECTS|INFORMATION TECHNOLOGY
14303000|IT-CNS CS SYSTEMS ADMIN|INFORMATION TECHNOLOGY
14303010|IT-CNS SA MAINFRAME GROUP|INFORMATION TECHNOLOGY
14303020|IT-CNS SA OPEN SYSTEMS GROUP|INFORMATION TECHNOLOGY
14303030|IT-CNS-SA DATABASE|INFORMATION TECHNOLOGY
14303042|IT-CNS SA GATORLINK SERVICES|INFORMATION TECHNOLOGY
14303064|IT-CNS SYS NSAM BACKUP SERVICE|INFORMATION TECHNOLOGY
14303074|IT-CNS EXCHANGE E-MAIL SERV|INFORMATION TECHNOLOGY
14303090|IT-CNS SA SPECIAL PROJECTS|INFORMATION TECHNOLOGY
14304000|IT-CNS CNS NETWORK SERVICES|INFORMATION TECHNOLOGY
14304007|IT-CNS NS MANAGEMENT|INFORMATION TECHNOLOGY
14304010|IT-CNS NS CORE|INFORMATION TECHNOLOGY
14304020|IT-CNS NS SOFTWARE|INFORMATION TECHNOLOGY
14304030|IT-CNS NS INFRASTRUCTURE|INFORMATION TECHNOLOGY
14304040|IT-CNS NS INFRASTRUC -- BNI|INFORMATION TECHNOLOGY
14304050|IT-NS NS INTERNET-1|INFORMATION TECHNOLOGY
