dept_id|deptName
29710100|MD-SCHOOL OF PA STUDIES - GEN
29720000|MD-CTR BRAIN INJURY RES & EDU
29730000|MD-CENTER FOR NEUROGENETICS
30000000|COLLEGE-MEDICINE JACKSONVILLE
30010000|JX-DEAN-JACKSONVILLE
30010100|JX-DEAN-ADMINISTRATION
30010101|JX-DEAN-ADMINSTRATION-GENERAL
30010102|JX-FRINGE
30010103|JX-HOUSESTAFF
30010200|JX-JACKSONVILLE ASSOCIATION
30010300|JX-UNIVERSITY MEDICAL CENTER
30010400|JX-JACKSONVILLE-PSA
30010500|JX-JACKSONVILLE-PRIMARY CARE
30010600|JX-BORLAND LIBRARY
30040000|JX-ANESTHESIOLOGY-JAX
30040100|JX-ANESTHESIOLOGY-JAX -GEN
30050000|JX-MEDICINE AT JAX
30050100|JX-MEDICINE ATJAX-GEN
30070000|JX-OB/GYN-JACKSONVILLE
30070100|JX-OB/GYN-JACKSONVILLE-GENERAL
30080000|JX-PATHOLOGY-JACKSONVILLE
30080100|JX-PATHOLOGY-JAX-GENERAL
30090000|JX-PEDIATRICS-JACKSONVILLE
30090100|JX-PEDIATRICS-JACKSONVILLE-GEN
30120000|JX-PSYCHIATRY-JACKSONVILLE
30120100|JX-PSYCHIATRY-JACKSONVILLE-GEN
30130000|JX-RADIOLOGY-JACKSONVILLE
30130100|JX-RADIOLOGY-JAX-GENERAL
30140000|JX-SURGERY-JACKSONVILLE
30140100|JX-SURGERY-JACKSONVILLE-GEN
30150000|JX-OPHTHALMOLOGY-JAX
30150100|JX-OPHTHALMOLOGY-JAX-GEN
30160000|JX-COMMUNITY MEDICINE-JAX
30160100|JX-COMMUNITY MEDICINE-JAX-GEN
30170000|JX-ORTHOPAEDICS-JACKSONVILLE
30170100|JX-ORTHOPAEDICS-JAX-GENERAL
30180000|JX-NEUROLOGY-JACKSONVILLE
30180100|MD-NEUROLOGY-JAX-GENERAL
30190000|JX-NEUROSURGERY-JACKSONVILLE
30190100|JX-NEUROSURGERY-JAX-GEN
30200000|JX-RADIATION ONCOLOGY-JAX
30200100|JX-RADIATION ONCOLOGY-JAX-GEN
30210000|JX-OTOLARYNGOLOGY-JAX
30210100|JX-OTOLARYNGOLOGY-JAX-GEN
30220000|JX-ORAL AND MAXILLOFACIAL SRGY
30290000|JX-EMERGENCY MEDICINE-JAX
30290100|JX-EMERGENCY MEDICINE-JAX-GEN
30290200|JX-EMERGENCY MED-WINTER HAVEN
30300000|JX-PROTON THERAPY INSTITUTE -
30300100|JX-PROTON THERAPY INSTITUTE -
31000000|COLLEGE-NURSING
31010000|NR-OFFICE OF THE DEAN
31010100|NR-DEAN-ADMINISTRATION
31010101|NR-PR / COMMITTEES
31010102|NR-ALUMNI AFFAIRS
31010150|NR-EXECUTIVE ASO DEAN
31010200|NR-BIOBEHAVIORAL RESEARCH CTR
31010300|NR-ASSOC DEAN-CLINICAL AFFRS
31010301|NR-ASSOC DN-CLIN AFFRS-ARCHER
31010400|NR-ASSOC DEAN-ACADEMIC AFFRS
31010401|NR-ASSC DN-AC AFFRS-BC COLLAB
31010402|NR-GRADUATE ENROLLMENT
31010403|NR-ADAA NURSING EXAMSOFT
31010450|NR-AST DEAN-STUDENT AFFAIRS
31010500|NR-ASSOC DEAN FOR RES AFFRS
31010501|NR-RESEARCH LAB
31010600|NR-NURSING RESOURCE CENTER
31010700|NR-JACKSONVILLE DIRECTOR'S OFF
31010800|NR-BCBS FL CENTER FOR HLTH CAR
31020000|NR-FCH-FAMLY COMM HLTH SYS SCI
31020100|NR-WMN  CHILD / FAM NURS-GNV
31020101|NR-WMN CHILD / FAM MID-EXAM
31020102|NR-WMN CHILD / FAM MUTA & GTA
31020200|NR-WMN  CHILD / FAM NURS-JAX
31030000|NR-BNS-BIOBEHAVORIAL NUR SCI
31030100|NR-ADULT / ELDERLY NURS-GNV
31030101|NR-ADULT/ELDERLY-HESI TEST FEE
31030200|NR-ADULT / ELDERLY NURS-JAX
31040000|NR-HLTH CARE ENVIRONM / SYST
31040100|NR-HLTH CR ENVIRON / SYS-GNV
31040200|NR-HLTH CR ENVIRON / SYS-JAX
32000000|COLLEGE-PHARMACY
32010000|PH-OFFICE OF THE DEAN
32010012|PH-DEANS COMMITMENTS DEAN
32010100|PH-COP DEAN'S OFFICE
32010112|PH-DC COP DEAN'S OFFICE FAC1
32010200|PH-ADMINISTRATIVE FIN AFFAIRS
32010212|PH-DC COP DEAN'S OFFICE FAC2
32010300|PH-INFORMATION AND TECHNOLOGY
32010312|PH-DC COP DEAN'S OFFICE FAC3
32010400|PH-RESEARCH / GRADUATE STUDS
32010412|PH-DC COP DEAN'S OFFICE FAC4
32010500|PH-DEVELOPMENT / ALUMNI AFFRS
32010512|PH-DC COP DEAN'S OFFICE FAC5
32010600|PH-CURRICULARAFF&ACCREDITATION
32010700|PH-SHARED SERVICE CENTER
32010800|PH-DEAN SWEEP ACCOUNT
32010900|PH-EVENT AND CEREMONY
32011000|PH-ENT PROGRAMS DEAN
32011100|PH-COMMUNICATIONS
32020000|PH-PHARMACEUTICS
32020001|PH-PHARMACEUTICS PREEM FAC 1
32020002|PH-PHARMACEUTICS PREEM FAC 2
32020012|PH-DEANS COMMITMENTS PC
32020013|PH-OFFSET COMMITMENTS PC
32020100|PH-PHARMACEUTICS-GENERAL
32020112|PH-DC STUP-PHARMACEUTICS FAC1
32020113|PH-DC SAL OFST-PHARMCTICS FAC1
32020212|PH-DC STUP-PHARMACEUTICS FAC2
32020213|PH-DC SAL OFST-PHARMCTICS FAC2
32020300|PH-CENTER-DRUG DISCOVERY
32020312|PH-DC STUP-PHARMACEUTICS FAC3
32020400|PH-CTR NEUROBIOLOGY OF AGING
32020412|PH-DC STUP-PHARMACEUTICS FAC4
32020500|PH-CTR DRUG REACTN RSRCH EDUC
32020512|PH-DC STUP-PHARMACEUTICS FAC5
32020700|PH-CTR PHRMTRCS & SYS PHRMCLGY
32030000|PH-MEDICINAL CHEMISTRY
32030001|PH-MEDICINAL CHEM PREEM FAC 1
32030012|PH-DEANS COMMITMENTS MC
32030013|PH-OFFSET COMMITMENTS MC
32030100|PH-MEDICINAL CHEMISTRY-GEN
32030112|PH-DC STUP-MEDICINAL CHEM FAC1
32030113|PH-DC SAL OFFSET-MEDCHEM FAC 1
32030212|PH-DC STUP-MEDICINAL CHEM FAC2
32030213|PH-DC SAL OFFSET-MEDCHEM FAC 2
32030312|PH-DC STUP-MEDICINAL CHEM FAC3
32030313|PH-DC SAL OFFSET-MEDCHEM FAC 3
32030412|PH-DC STUP-MEDICINAL CHEM FAC4
32030512|PH-DC STUP-MEDICINAL CHEM FAC5
32031000|PH-ENT PROGRAMS MEDICINAL CHEM
32040000|PH-PHARMACODYNAMICS
32040001|PH-PHARMCODYNAMICS PREEM FAC 1
32040012|PH-DEANS COMMITMENTS PD
32040013|PH-OFFSET COMMITMENTS PD
32040100|PH-PHARMACODYNAMICS-GENERAL
32040112|PH-DC STUP-PHARMACODYNAM FAC1
32040113|PH-DC SAL OFST-PHARMDYNAM FAC1
32040212|PH-DC STUP-PHARMACODYNAM FAC2
32040213|PH-DC SAL OFST-PHARMDYNAM FAC2
32040312|PH-DC STUP-PHARMACODYNAM FAC3
32040313|PH-DC SAL OFST-PHARMDYNAM FAC3
32040412|PH-DC STUP-PHARMACODYNAM FAC4
32040413|PH-DC SAL OFST-PHARMDYNAM FAC4
32040512|PH-DC STUP-PHARMACODYNAM FAC5
32040513|PH-DC SAL OFST-PHARMDYNAM FAC5
32050000|PH-PHARM OUTCOMES & POLICY
32050012|PH-DEANS COMMITMENTS POP
32050013|PH-OFFSET COMMITMENTS POP
32050100|PH-PHARM OUTCOMES & POLICY-GEN
32050112|PH-DC STUP-PHARM OUTCOMES FAC1
32050113|PH-DC SAL OFST-PHAR OUTCM FAC1
32050200|PH-CNTR-PHARMACUETICAL CARE
32050212|PH-DC STUP-PHARM OUTCOMES FAC2
32050213|PH-DC SAL OFST-PHAR OUTCM FAC2
32050312|PH-DC STUP-PHARM OUTCOMES FAC3
32050313|PH-DC SAL OFST-PHAR OUTCM FAC3
32050412|PH-DC STUP-PHARM OUTCOMES FAC4
32050413|PH-DC SAL OFST-PHAR OUTCM FAC4
32050512|PH-DC STUP-PHARM OUTCOMES FAC5
32050513|PH-DC SAL OFST-PHAR OUTCM FAC5
32050613|PH-DC SAL OFST-PHAR OUTCM FAC6
32051000|PH-ENT PROGRAMS PHARM OUTCOMES
32060000|PH-PHARMTHERAPY TRNSL RSCH
32060001|PH-PHARMCO & TRANS PREEM FAC 1
32060012|PH-DEANS COMMITMENTS PTR
32060013|PH-OFFSET COMMITMENTS PTR
32060100|PH-PHARMTHERAPY TRNSL RSCH-GEN
32060112|PH-DC STUP-PHARM TRAN RES FAC1
32060113|PH-DC SAL OFST-PHR TRNL RES F1
32060200|PH-CENTER-PHARMACOGENOMICS
32060201|PH-PHARMACOGENOMICS-GENOTYPING
32060212|PH-DC STUP-PHARM TRAN RES FAC2
32060213|PH-DC SAL OFST-PHR TRNL RES F2
32060300|PH-OFFICE-EXPERIENTAL TRAIN
32060312|PH-DC STUP-PHARM TRAN RES FAC3
32060313|PH-DC SAL OFST-PHR TRNL RES F3
32060400|PH-IDPL CLINICAL LAB
32060500|PH-MED THRPY MGT COMM&CARE CTR
32060501|PH-MED THRPY MGT C&CC-LKNONA
32060612|PH-DC STUP-PHARM TRAN RES FAC6
32060613|PH-DC SAL OFST-PHR TRNL RES F6
32060712|PH-DC STUP-PHARM TRAN RES FAC7
32060713|PH-DC SAL OFST-PHR TRNL RES F7
32060813|PH-DC SAL OFST-PHR TRNL RES F8
32060913|PH-DC SAL OFST-PHR TRNL RES F9
32061000|PH-ENTPROGRAMS PHARM TRANS RES
32061013|PH-DC SLOFST-PHAR TRNL RES F10
32061100|PH-DISTANCE CAMPUS-GNV
32061113|PH-DC SLOFST-PHAR TRNL RES F11
32061200|PH-DISTANCE CAMPUS-JAX
32061213|PH-DC SLOFST-PHAR TRNL RES F12
32061300|PH-DISTANCE CAMPUS-ST PETE
32061313|PH-DC SLOFST-PHAR TRNL RES F13
32061400|PH-DISTANCE CAMPUS-ORLANDO
32061413|PH-DC SLOFST-PHAR TRNL RES F14
32070000|PH-STUDENT AFFAIRS
32070100|PH-STUDENT AFFAIRS-GENERAL
32080000|PH-DISTANCE-CONTINUING-EXEC ED
32080100|PH-DCEE-GAINESVILLE
32080200|PH-DCEE-JACKONVILLE
32080300|PH-DCEE-ST. PETERSBURG
32080400|PH-DCEE-ORLANDO
32080500|PH-DCEE-DOCE
32090000|PH-PHARMACY DISTANCE CAMPUSES
32090100|PH-DISTANCE CAMPUS JAX
32090200|PH-DISTANCE CAMPUS ORLANDO
32090300|PH-DISTANCE CAMPUS ST PETE
33000000|COLLEGE-PUBL HLTH / HLTH PROFS
33010000|HP-OFFICE OF THE DEAN
33010100|HP-ADMINISTRATION
33010200|HP-BROOKS CNTR-REHAB STUDIES
33010300|HP-CNTR MEDICAID / UNINSURED
33030000|HP-OCCUPATIONAL THERAPY
33030100|HP-OCCUPATIONAL THERAPY-GEN
33030200|HP-CTR TELEHEALTH RES
33030300|HP-NAT OLDER DRIVR RES/TRN CTR
33030400|HP-FL INST DIS & REHAB (FIDR)
33040000|HP-BEHAVIORAL SCI COMM HLTH
33040100|HP-REHABILITATION COUNSELING
33050000|HP-PHYSICAL THERAPY
33050100|HP-PHYSICAL THERAPY-GENERAL
33060000|HP-SLP LANG & HEARING SCI
33060100|HP-SLP LANG & HEARING SCI-GEN
33060200|HP-HEARING RESEARCH CENTER
33060300|HP-IASCP INST ADV ST COMM PROC
33070000|HP-CLINICAL / HLTH PSYCHOLOGY
33070100|HP-CLINICAL PSYCHOLOGY-GEN
33070200|HP-PSYCHOPHYSIOLOGY CTR-RES
33070300|HP-PEDIATRIC PSYCHOLOGY RES
33070400|HP-CTR PAIN RES/BEHAV HLTH
33070500|HP-CTR RES IN PSYCHOPHYSIOLOGY
33070600|HP-NATL RURL BEHAV HLTH CTR OH
33070700|HP-CTR BEHAV HLTH RES ORG TRNS
33080000|HP-HEALTH SERVICES ADMIN
33080100|HP-HEALTH SERVICES ADMIN-GEN
33120000|HP-REHAB SCI DOCTORAL PROGRAM
33120100|HP-RSD PROGRAM
33140000|HP-EPI/BIOSTATISTIC DEPARTMENT
33160000|HP-ENVIRONMENTAL GLOBAL HLTH
34000000|COLLEGE-DENTISTRY
34010000|DN-DEAN'S OFFICE
34010100|DN-DEAN'S ADMDN-ADMINISTRATION
34010200|DN-OFFICE OF EDUCATION
34010201|DN-EDUCATION ADMINISTRATION
34010202|DN-ADMISSIONS / FIN AID
34010203|DN-ADVANCED EDUCATION
34010204|DN-MULTICULTURAL AFFAIRS
34010205|DN-CURRICULUM / INSTRUCTION
34010206|DN-STUDENT AFFAIRS
34010300|DN-CLINIC ADMINISTRATION
34010301|DN-CLINIC ADMINISTRATION
34010302|DN-CHART ROOM
34010303|DN-PATIENT COORDINATORS
34010304|DN-DENTAL MAINTENANCE
34010305|DN-QUALITY ASSURANCE
34010306|DN-STERILIZATION
34010307|DN-INSTRUMENT LEASING
34010308|DN-STUDENT CLINICAL TEAMS
34010309|DN-CLINIC APGD
34010310|DN-CLINIC CARE GROUP 2A
34010311|DN-CLINIC CARE GROUP 2B
34010312|DN-CLINIC CARE GROUP 3A
34010313|DN-CLINIC CARE GROUP 3B
34010400|DN-OFFICE OF RESEARCH
34010401|DN-DCRU
34010500|DN-OFFICE OF DEVELOPMENT
34010501|DN-DEVELOPMENT
34010502|DN-INFORMATION / PR
34010503|DN-ALUMNI AFFAIRS
34010504|DN-COMPUTER APPS
34010600|DN-FINANCE / ADMIN
34010601|DN-ADMINISTRATION ADMIN
34010602|DN-ACCOUNTING
34010603|DN-PATIENT ACCOUNTING
34010604|DN-PERSONNEL
34010605|DN-INFORMATION SYSTEM
34010606|DN-VIDEO CONFERENCING
34010700|DN-FACULTY PRACTICE / CE
34010701|DN-FAC PRAC ADMINISTRATION
34010702|DN-CONTINUING EDUCATION
34010703|DN-FACULTY PRACTICE
34010704|DN-SFCC
34020000|DN-INTERNATION EDU DENT PROG
34020100|DN-IEDP GENERAL
34020101|DN-IEDP ADMINISTRATION
34020102|DN-FTD CLINIC
34030000|DN-ORAL BIOLOGY
34030100|DN-ORAL BIOLOGY ADMINISTRATION
34030200|DN-MICROBIOLOGY
34030300|DN-CRANIOFACIAL CENTER
34030400|DN-PDRC
34050000|DN-OPERATIVE DENTISTRY
34050100|DN-OPERATIVE GENERAL
34050101|DN-OPERATIVE ADMINISTRATION
34050102|DN-STUDENT CLINIC 2A
34050103|DN-OHMC
34050104|DN-SCREENING CLINIC
34050105|DN-TREATMENT PLANNING
34050200|DN-COMM DENT BEHAVORIAL SC
34060000|DN-COMMITY BASED PROGRAMS
34060100|DN-CBP ADMINISTRATION
34060200|DN-JACKSONVILLE
34060300|DN-ST. PETERSBURG
34060400|DN-HILLSBOROUGH
34060500|DN-HIALEAH
34060600|DN-UNDERGRADUATE ROTATIONS
34060700|DN-COMMUNITY DENTISTRY
34060800|DN-CENTER DISPARITIES ORAL HLT
34060900|DN-CDBS COMMUNITY OUTREACH
34061000|DN-PRICE
34070000|DN-ORTHODONTICS
34070100|DN-ORTHODONTICS GENERAL
34070101|DN-ORTHODONTICS ADMIN
34070102|DN-ORTHODONTICS STUDENT
34070103|DN-ORTHODONTICS RESIDENT
34070104|DN-ORTHODONTICS RESEARCH
34070200|DN-FACIAL PAIN CENTER
34070300|DN-PAIN CENTER
34080000|DN-OSDS
34080100|DN-ORAL SURGERY
34080101|DN-ORAL SURGERY ADMIN
34080102|DN-ORAL SURGERY STUDENT
34080103|DN-ORAL SURGERY RESIDENT
34080104|DN-CROHA
34080200|DN-NEUROSCIENCE
34080300|DN-DIAGNOSTIC SCIENCE
34080301|DN-ADMINISTRATION
34080302|DN-ORAL PATHOLOGY
34080303|DN-ORAL MEDICINE
34080304|DN-RADIOLOGY
34080305|DN-COAD
34080400|DN-IMPLANT CENTER
34100000|DN-PEDIATRIC DENTISTRY
34100100|DN-GAINESVILLE
34100101|DN-PEDIATRICS ADMIN
34100102|DN-PEDIATRICS STUDENT
34100103|DN-PEDIATRICS RESIDENT
34100200|DN-EASTSIDE
34100300|DN-TACACHALE
34100400|DN-NAPLES
34110000|DN-ENDODONTICS
34110100|DN-ENDODONTICS GENERAL
34110101|DN-ENDODONTICS ADMIN
34110102|DN-ENDODONTICS STUDENT
34110103|DN-ENDODONTICS RESIDENT
34130000|DN-PERIODONTICS
34130100|DN-PERIODONTICS-GENERAL
34130101|DN-PERIODONTICS ADMIN
34130102|DN-PERIODONTICS STUDENT
34130103|DN-PERIODONTICS RESIDENT
34130104|DN-PERIO ORAL HEALTH MAINT CLN
34140000|DN-PROSTHODONTICS
34140100|DN-PROSTHODONTICS-GENERAL
34140101|DN-PROSTHODONTICS ADMIN
34140102|DN-PROSTHODONTICS STUDENT
34140103|DN-PROSTHODONTICS RESIDENT
34140200|DN-MAXILLOFACL PROSTHODONT
34150000|DN-DENTAL BIOMATERIALS
34150100|DN-BIOMATERIALS GENERAL
34160000|DN-ORAL DIAGNOSTIC SCIENCES
34160100|DN-ORAL DIAGNOSTIC SCI ADMIN
34160200|DN-ORAL PATHOLOGY
34160300|DN-ORAL MEDICINE
34160400|DN-RADIOLOGY
34160500|DN-COAD
34170000|DN-RESTORATIVE DENTAL SCIENCES
34170100|DN-RESTORATIVE DENT GEN DEPT
34170101|DN-RESTORATIVE FACULTY PRACTIC
34170102|DN-RESTORATIVE OHM
34170200|DN-OPERATIVE DIVISION
34170201|DN-OPERATIVE GENERAL DEPT
34170300|DN-GENERAL DENT DIVISION
34170301|DN-GENERAL DENT DEPT
34170302|DN-GENERAL DENT CLINICAL CARE
34170400|DN-PROSTHODONTICS DIVISION
34170401|DN-PROSTHODONTICS GEN DEPT
34170402|DN-PROSTHS RESIDENT PROG
34170403|DN-PROSTHODONTICS MAXIO
34180000|DN-SCHOOL OF ADV ED
34180100|DN-SCHOOL OF ADV ED GENERAL
34180101|DN-SCHOOL OF ADV ED ADMIN
34180200|DN-EQUIPMENT PURCHASE PROGRAM
35000000|SH-STUDENT HEALTH CARE CENTER
35010000|SH-SHCC ADMINISTRATION
35010100|SH-CLINICAL OPERATIONS
35010101|SH-ADMINISTRATIVE OFFICE
35010102|SH-PERSONNEL
35010103|SH-MEDICAL RECORDS
35010104|SH-TRANSCRIPTION
35010105|SH-INFORMATION TECHNOLOGY
35010200|SH-FISCAL OPERATIONS
35010201|SH-FINANCE/PATIENT ACCOUNTING
35010202|SH-CASHIERING
35010203|SH-ENVIRONMENTAL SERVICES
35010204|SH-INSURANCE OFFICE
35010205|SH-CENTRAL STORES
35010206|SH-PATIENT REFERRALS
35010300|SH-MARKETING
35010400|SH-QUALITY IMPROVEMENT
35010500|SH-HEALTH INFORMATION MANAGMNT
35010501|SH-MEDICAL RECORDS
35010502|SH-TRANSCRIPTION
35010503|SH-INFORMATION TECHNOLOGY
35010600|SH-EXECUTIVE STAFF
35010700|SH-MEDICAL STAFF
35010800|SH-NURSING STAFF
35010900|SH-SUPPORT STAFF
35011000|SH-FACILITIES OPERATIONS
35011001|SH-ENVIRONMENTAL SERVICES
35011002|SH-CENTRAL SUPPLY
35011003|SH-CENTRAL STORES
35011100|SH-EMPLOYEE OPERATIONS
35011101|SH-PERSONNEL
35011102|SH-PROVIDER CREDENTIALING
35020000|SH-CLINICAL SERVICES
35020100|SH-GENERAL MEDICAL SERVICES
35020101|SH-PRIMARY CARE
35020102|SH-WOMEN'S HEALTH
35020103|SH-TEAM C
35020104|SH-TEAM D
35020105|SH-ACUTE CARE
35020106|SH-TEAM F
35020107|SH-TEAM G (SPECIAL CLINICS)
35020108|SH-DERMATOLOGY SERVICES
35020109|SH-CORRY VILLAGE
35020110|SH-JENNINGS HALL
35020200|SH-PHYSICAL THERAPY
35020300|SH-MASSAGE THERAPY
35020400|SH-SPORTS MEDICINE
35020500|SH-ORTHOPEDICS
35020600|SH-NUTRITION
35030000|SH-MENTAL HEALTH SERVICES
35030100|SH-PSYCHOLOGY
35030101|SH-PSYCHOLOGICAL SERVICES
35030102|SH-CARE
35030200|SH-BEHAVIORAL SERVICES
35040000|SH-ANCILLARY SERVICES
35040100|SH-LABORATORY
35040200|SH-PHARMACY
35040300|SH-RADIOLOGY
35050000|SH-GATORWELL HLTH PROMO SVCS
35050100|SH-GATORWELL ADMINISTRATION
35050200|SH-HEALTH PROMOTION SERVICES
35050300|SH-CLINICAL SERVICES
35060000|SH-EMPLOYEE/OTHER SERVICES
35060100|SH-UF EMPLOYEES
35060101|SH-OCCUPATION MED/WORKERS COMP
35060102|SH-EMPLOYEE ASSISTANCE PROGRAM
35060103|SH-OCCUPATIONAL MEDICINE
35060104|SH-WORKERS COMP
35060200|SH-THIRD PARTY CONTRACTS
35060201|SH-UAA
35060202|SH-SANTA FE COMMUNITY COLLEGE
35060203|SH-ORTHOPAEDICS
35060204|SH-PATHOLOGY
35060300|SH-CPR/FIRST AID CLASSES
35070000|SH-CAPITAL IMPROVEMENTS
35070100|SH-CAPITAL INVESTMENTS
35080000|SH-HEALTH COMPLIANCE
35080100|SH-HEALTH INSURANCE WAIVER
35080200|SH-IMMUNIZATIONS CLEARANCE
36000000|PHHP-COM INTEGRATED PROGRAMS
36010000|PHHP-COM BIOSTATISTICS
36010100|PHHP-COM BIOSTATISTICS-CSQUID
36020000|PHHP-COM EPIDEMIOLOGY
47000000|UNIVERSITY PRESS OF FLORIDA
47010000|UP-GENERAL OPERATIONS
47020000|UP-MANUFACTURING
47030000|UP-UNIVERSITY OF FLORIDA PRESS
47150000|UP-ROYALTIES
47160000|UP-CLEARING
47210000|UP-SALES
47220000|UP-MARKETING
47250000|UP-BULLEN SERIES
47280000|UP-BICENTENNIAL
48000000|FLVC-FLORIDA VIRTUAL CAMPUS
48000001|FLVC-RESIDUAL FUNDS
48010000|FLVC-ADMINISTRATION
48011000|FLVC-ADMIN TALLAHASSEE
48012000|FLVC-ADMIN GAINESVILLE
48013000|FLVC-ADMIN TAMPA
48020000|FLVC-STUDENT SERVICES
48021000|FLVC-STUDENT SERV TALLAHASSEE
48022000|FLVC-STUDENT SERV GAINESVILLE
48023000|FLVC-STUDENT SERV TAMPA
48030000|FLVC-LIBRARY SERVICES
48031000|FLVC-LIBRARY SERV TALLAHASSEE
48032000|FLVC-LIBRARY SERV GAINESVILLE
48033000|FLVC-LIBRARY SERV TAMPA
49000000|BUS & ECO DEVELOPMENT
49010000|BE-BUS&ECO DEV EXEC DIR OFF
49010100|BE-BUS&ECO DEV EXEC DIR/ADMIN
49100000|BE-UF DEV CORPORATION
49100100|BE-UF DEV CORP ADMIN
49100200|BE-UF DEV CORP OPERATIONS
49100300|BE-UF DEV CORP TENANTS
49200000|BE-UF HISTORIC ST AUG
49200100|BE-UF HISTORIC ST AUG ADMIN
49200200|BE-UF HISTORIC ST AUG OPERATON
49200300|BE-UF HISTORIC ST AUG TENANTS
49200400|BE-UF HISTORIC ST AUG GOV HOUS
49200500|BE-UF HISTORIC STAUG BLDGS
49200600|BE-UFHSA DOCUMENTARY FILM
49200700|UFHSA-FIRST COLONY ACTIVITY
49300000|IS-INNOVATION SQUARE
49301000|IS-INNOVATION SQUARE CORPORATE
49302000|IS-INNOVATION SQUARE OTHER
49303000|IS-AYERS PLAZA NORTH
49304000|IS-AYERS PLAZA SOUTH
49305000|IS-AYERS PLAZA CONDO ASSOC
50000000|VP DEVELOPMENT
50010000|DV-VP DEVELOPMENT-ADMIN
51000000|SENIOR VP FOR ADMINISTRATION
51010000|SVPADM-SR VP ADMIN OFFICE
51020000|SVPADM-OFFICE OF REAL ESTATE
52000000|DIVISION-CONTINUING EDUCATION
52010000|DC-AP DISTANCE CE & IT
52010100|DC-DIST/CE & IT ADMINISTRATION
52010200|DC-INFORMATION TECHNOLOGY
52010300|DC-INTERNATIONAL STUDIES
52010400|DC-PROGRAM ENHANCEMENT
52010500|DC-HUMANITIES COMMON COURSE
52020000|DC-CONFERENCES
52020100|DC-FULL SERVICE
52020200|DC-BASIC SERVICE
52030000|DC-PRINT BASED DISTANCE EDUCA
52031000|DC-BOOKSTORE
52032000|DC-NON CREDIT PROGRAMS
52033000|DC-CREDIT PROGRAMS
52034000|DC-GERIACTIC/SENIOR CARE PROG
52040000|DC-EXECUTIVE EDUCATION
52041000|DC-LEADERSHIP INSTITUTE
52042000|DC-EXCECUTIVE PROGRAMS
52050000|DC-TREEO CENTER
52051000|DC-TREEO PROGRAM
52060000|DC-PROGRAM DEVELOPMENT
52061000|DC-DEVELOPMENT PROGRAM
52070000|DC-ENGLISH LANGUAGE INSTITUTE
52071000|DC-ACADEMIC SPOKEN ENGLISH
52072000|DC-ESL PROGRAMS
52080000|DC-SANIBEL SYMPOSIUM QTP
52081000|DC-SYMPOSIUM PROGRAMS
52090000|DC-DOCE/IFAS
52091000|DC-PROGRAM OPERATIONS
53000000|UF PRIVACY OFFICE
53010000|PO-UF PRIVACY OFFICE
53011000|PO-UF PRIVACY-ADMINISTRATION
55000000|UNIVERSITY LIBRARIES
55010000|LB-DIRECTOR OF LIBRARIES
55010100|LB-DIRECTOR'S OFFICE-ADMIN
55010200|LB-PUBLIC SERVICES
55010300|LB-COLLECTION MANAGEMENT
55010400|LB-TECHNOLOGY SERVICES
55010500|LB-SUPPORT SERVICES
55010600|LB-LIBRARY DEVELOPMENT
55010601|LB-PUBLIC INFORMATION
55020000|LB-HUMANITIES / SOCIAL SCI
55020100|LB-HUM / SOC SCI-CHAIR
55020200|LB-HSS REFERENCE
55020300|LB-ARCHITECTURE FINE/ARTS
55020400|LB-EDUCATION
55020500|LB-JOURNALISM
55020600|LB-MUSIC
55030000|LB-ACCESS SERVICES DEPARTMENT
55030100|LB-ACCESS SERVICES-CHAIR
55030200|LB-LIBRARY WEST CIRCULATION
55030300|LB-RESERVES
55030400|LB-STORAGE/COLLECTION SERVICES
55030500|LB-INTERLIBRARY LOAN
55040000|LB-GOVERNMENT DOCUMENTS
55040100|LB-GOV DOCUMENTS-CHAIR
55040200|LB-MAP AND IMAGERY LIBRARY
55040300|LB-DOCUMENTS
55050000|LB-MARSTON SCIENCE LIBRARY
55050100|LB-MARSTON SCI LIB CHAIR
55050200|LB-MARSTON CIRCULATION
55050300|LB-MARSTON REFERENCE
55050400|LB-MARSTON SERIALS/BINDING
55060000|LB-COLLECTION MANAGEMENT
55060100|LB-COLLECTION MMGT-CHAIR
55060200|LB-HUMANITIES BIBLIOGRAPHER
55060300|LB-SOCIAL SCI BIBLIOGRAPHER
55060400|LB-SCIENCE BIBLIOGRAPHER
55070000|LB-SPEC / AREA STUDIES COLLECT
55070100|LB-SPECIAL / AREA STUDIES-CHR
55070200|LB-LATIN AMERICAN COLLECTION
55070300|LB-JUDAICA LIBRARY
55070400|LB-AFRICANA BIBLIOGRAPHER
55070500|LB-ASIAN STUDIES BIBLIOGRAPHER
55070600|LB-SPECIAL COLLECTIONS
55070700|LB-UNIVERSITY ARCHIVES
55080000|LB-ACQUISITIONS / LICENSING
55080100|LB-ACQUISITIONS / LICENSING CH
55080200|LB-PAYING UNIT
55080300|LB-SERIALS
55080400|LB-MONOGRAPHS
55080500|LB-GIFTS/EXCHANGE
55080600|LB-DATABASE MAINTENANCE
55090000|LB-DIGITAL LIBRARY CENTER
55090100|LB-DIGITAL LIB CTR-CHAIR
55100000|LB-PRESERVATION DEPARTMENT
55100100|LB-PRESERVATION DEPT-CHAIR
55100200|LB-DISSERTATION/THESIS
55100300|LB-CONSERVATION
55100400|LB-REPROGRAPHICS
55110000|LB-SYSTEMS DEPARTMENT
